second,Ampere
-180.10647E-03,+8.36732E-03
-180.07397E-03,+8.67538E-03
-180.04147E-03,+8.31610E-03
-180.00897E-03,+8.36732E-03
-179.97647E-03,+8.31610E-03
-179.94397E-03,+8.36732E-03
-179.91147E-03,+8.67538E-03
-179.87897E-03,+8.31610E-03
-179.84647E-03,+8.00804E-03
-179.81397E-03,+8.36732E-03
-179.78147E-03,+8.31610E-03
-179.74897E-03,+8.00804E-03
-179.71647E-03,+8.36732E-03
-179.68397E-03,+8.67538E-03
-179.65147E-03,+8.31610E-03
-179.61897E-03,+8.36732E-03
-179.58647E-03,+8.67538E-03
-179.55397E-03,+8.31610E-03
-179.52147E-03,+8.00804E-03
-179.48897E-03,+8.36732E-03
-179.45647E-03,+8.67538E-03
-179.42397E-03,+8.67538E-03
-179.39147E-03,+8.31610E-03
-179.35897E-03,+8.36732E-03
-179.32646E-03,+8.31610E-03
-179.29396E-03,+8.00804E-03
-179.26146E-03,+8.00804E-03
-179.22896E-03,+8.36732E-03
-179.19646E-03,+8.31610E-03
-179.16396E-03,+8.72660E-03
-179.13146E-03,+8.62416E-03
-179.09896E-03,+8.00804E-03
-179.06646E-03,+8.00804E-03
-179.03396E-03,+8.36732E-03
-179.00146E-03,+8.31610E-03
-178.96896E-03,+8.00804E-03
-178.93646E-03,+8.36732E-03
-178.90396E-03,+8.67538E-03
-178.87146E-03,+8.67538E-03
-178.83896E-03,+8.67538E-03
